nu,[0]3-3-4-4-5-5-6-6-7-7-7-Undecafluoroheptan-1-ol-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1198.067597,0.09088139265663531
1198.127862,0.09054575282041182
1198.188127,0.0920429465986957
1198.248392,0.09188660651619994
1198.308657,0.08888605592518359
1198.368922,0.08677818619649907
1198.429187,0.08821308243864363
1198.489452,0.08986021344831698
1198.549717,0.08921554350824508
1198.609982,0.089707580859914
1198.670247,0.0923933751884089
1198.730512,0.09274513794006527
1198.790777,0.08888605592518359
1198.851042,0.08598348809999787
1198.911307,0.08659614321751515
1198.971572,0.08707373417642188
1199.031837,0.08565737086040076
1199.092102,0.08644905483459464
1199.152367,0.0902023318727446
1199.212632,0.08986021344831698
1199.272897,0.08394445070716716
1199.333162,0.08178184530847125
1199.393427,0.08659614321751515
1199.453692,0.0902023318727446
1199.513957,0.0862763295078273
1199.574222,0.08316738626592617
1199.634487,0.08707373417642188
1199.694752,0.09104512647964987
1199.755017,0.08692583457859926
1199.815282,0.08089526384148193
1199.875546,0.08178184530847125
1199.935811,0.08644905483459464
1199.996076,0.08725678115024513
1200.056341,0.08518754851645761
1200.116606,0.08500884237169956
1200.176871,0.08580311223593323
1200.237136,0.08376835232869566
1200.297401,0.08134141357972169
1200.357666,0.08089526384148193
1200.417931,0.0802827901842213
1200.478196,0.07838677908233523
1200.538461,0.07897689007553453
1200.598726,0.08300121771733239
1200.658991,0.08362606710644281
1200.719256,0.07911126497496551
1200.779521,0.0769499552687663
1200.839786,0.08042742934274301
1200.900051,0.08268641160044522
1200.960316,0.0786773473848095
1201.020581,0.0756679946410956
1201.080846,0.0786773473848095
1201.141111,0.08192918519614363
1201.201376,0.07941245968939023
1201.261641,0.0763673523042484
1201.321906,0.07881121262858166
1201.382171,0.0822328846789421
1201.442436,0.07968292157699819
1201.502701,0.07484020787409511
1201.562966,0.0743032935882982
1201.623231,0.07665810031435707
1201.683496,0.0777932976473835
1201.743761,0.0777932976473835
1201.804026,0.07795683522680134
1201.864291,0.0763673523042484
1201.924556,0.07387358185413968
1201.984821,0.07496754443288915
1202.045086,0.08014642538382967
1202.105351,0.08147981158778322
1202.165615,0.07610814420987813
1202.22588,0.07185536498523257
1202.286145,0.07415483550868725
1202.34641,0.07795683522680134
1202.406675,0.07652789225203407
1202.46694,0.07334360228076381
1202.527205,0.07415483550868725
1202.58747,0.0769499552687663
1202.647735,0.0769499552687663
1202.708,0.0742810059435356
1202.768265,0.07291944064534389
1202.82853,0.07319706166566427
1202.888795,0.07346839244622812
1202.94906,0.07415483550868725
1203.009325,0.07484020787409511
1203.06959,0.0742810059435356
1203.129855,0.07346839244622812
1203.19012,0.0747130876035539
1203.250385,0.0762376380936497
1203.31065,0.07484020787409511
1203.370915,0.0719992195217881
1203.43118,0.07224443349569508
1203.491445,0.07512514169540688
1203.55171,0.07484020787409511
1203.611975,0.07146124530045649
1203.67224,0.0698852966656182
1203.732505,0.0711902078655893
1203.79277,0.0706794791985045
1203.853035,0.06786057814428673
1203.9133,0.06760319728069417
1203.973565,0.07079973650288872
1204.03383,0.07251948460911613
1204.094095,0.0709201984185607
1204.15436,0.06912768342511126
1204.214625,0.06938392961690489
1204.27489,0.0698852966656182
1204.335155,0.07029180913284441
1204.395419,0.07185536498523257
1204.455684,0.07279558290515505
1204.515949,0.0706794791985045
1204.576214,0.06797603924125756
1204.636479,0.0686043043906069
1204.696744,0.0711902078655893
1204.757009,0.0706794791985045
1204.817274,0.06786057814428673
1204.877539,0.0672324003220036
1204.937804,0.06874852480826471
1204.998069,0.06950198261386994
1205.058334,0.06950198261386994
1205.118599,0.07079973650288872
1205.178864,0.07158283273750646
1205.239129,0.06950198261386994
1205.299394,0.06760319728069417
1205.359659,0.06938392961690489
1205.419924,0.07146124530045649
1205.480189,0.06924530043306462
1205.540454,0.06649689660521808
1205.600719,0.06848777615021108
1205.660984,0.0726428725830135
1205.721249,0.0726428725830135
1205.781514,0.06976659258834023
1205.841779,0.06962023647161314
1205.902044,0.07172614166413845
1205.962309,0.07131133414712887
1206.022574,0.06886549669837459
1206.082839,0.0686043043906069
1206.143104,0.06950198261386994
1206.203369,0.06848777615021108
1206.263634,0.06748836947660482
1206.323899,0.0698852966656182
1206.384164,0.07239630621657975
1206.444429,0.07003220999361975
1206.504694,0.06625131269817704
1206.564959,0.06711820233724594
1206.625224,0.0709201984185607
1206.685488,0.0709201984185607
1206.745753,0.067346792608445
1206.806018,0.06661669880874405
1206.866283,0.06976659258834023
1206.926548,0.07239630621657975
1206.986813,0.07251948460911613
1207.047078,0.07185536498523257
1207.107343,0.07079973650288872
1207.167608,0.06874852480826471
1207.227873,0.06786057814428673
1207.288138,0.06976659258834023
1207.348403,0.07197762299557245
1207.408668,0.07079973650288872
1207.468933,0.06797603924125756
1207.529198,0.06797603924125756
1207.589463,0.07027072475291966
1207.649728,0.0711902078655893
1207.709993,0.07027072475291966
1207.770258,0.06950198261386994
1207.830523,0.06936311755998442
1207.890788,0.0698852966656182
1207.951053,0.07065827853500346
1208.011318,0.071047969735401
1208.071583,0.06950198261386994
1208.131848,0.06786057814428673
1208.192113,0.06872103089749011
1208.252378,0.0711902078655893
1208.312643,0.07131133414712887
1208.372908,0.06976659258834023
1208.433173,0.07079973650288872
1208.493438,0.07371861010952994
1208.553703,0.07371861010952994
1208.613968,0.07027072475291966
1208.674233,0.06872103089749011
1208.734498,0.07000420271145216
1208.794763,0.06974566574974644
1208.855028,0.06786057814428673
1208.915293,0.06912768342511126
1208.975557,0.0727664704948632
1209.035822,0.07291944064534389
1209.096087,0.06950198261386994
1209.156352,0.06872103089749011
1209.216617,0.07146124530045649
1209.276882,0.0711902078655893
1209.337147,0.06746137952716393
1209.397412,0.06697740200443131
1209.457677,0.07146124530045649
1209.517942,0.07344635523424133
1209.578207,0.06950198261386994
1209.638472,0.06622481747249617
1209.698737,0.06746137952716393
1209.759002,0.06936311755998442
1209.819267,0.06846723289900776
1209.879532,0.0677182204580707
1209.939797,0.0689826676098179
1210.000062,0.0689826676098179
1210.060327,0.06746137952716393
1210.120592,0.06822801645683511
1210.180857,0.07039028658376137
1210.241122,0.06924530043306462
1210.301387,0.0655068867923507
1210.361652,0.06586816728032312
1210.421917,0.07039028658376137
1210.482182,0.07170462704899282
1210.542447,0.06809169678902911
1210.602712,0.06684358106596787
1210.662977,0.07027072475291966
1210.723242,0.07210008902129289
1210.783507,0.0689826676098179
1210.843772,0.06684358106596787
1210.904037,0.0689826676098179
1210.964302,0.0707784997676074
1211.024567,0.0686043043906069
1211.084832,0.06636403571718263
1211.145097,0.067346792608445
1211.205362,0.0686043043906069
1211.265626,0.06760319728069417
1211.325891,0.06721223362706251
1211.386156,0.0686043043906069
1211.446421,0.06834410273018664
1211.506686,0.06622481747249617
1211.566951,0.06561834321101113
1211.627216,0.06697740200443131
1211.687481,0.06697740200443131
1211.747746,0.0650109215080531
1211.808011,0.0650109215080531
1211.868276,0.06746137952716393
1211.928541,0.06834410273018664
1211.988806,0.06684358106596787
1212.049071,0.06611233092345013
1212.109336,0.06673004351241986
1212.169601,0.06622481747249617
1212.229866,0.0650109215080531
1212.290131,0.06574971122165446
1212.350396,0.06721223362706251
1212.410661,0.06598023839815936
1212.470926,0.06323483139359502
1212.531191,0.06381927616609159
1212.591456,0.06659005745784595
1212.651721,0.06684358106596787
1212.711986,0.0641712492236484
1212.772251,0.06395343746610112
1212.832516,0.06684358106596787
1212.892781,0.0686043043906069
1212.953046,0.06695731179751167
1213.013311,0.06514758789269899
1213.073576,0.0650109215080531
1213.133841,0.06514758789269899
1213.194106,0.06477082554990529
1213.254371,0.06454452391935028
1213.314636,0.06395343746610112
1213.374901,0.06278117572774895
1213.435166,0.06278117572774895
1213.495431,0.0641712492236484
1213.555695,0.06441556387454309
1213.61596,0.06264947359436127
1213.676225,0.062200017368544025
1213.73649,0.06430615044372295
1213.796755,0.06454452391935028
1213.85702,0.06083439151572178
1213.917285,0.05776917211497852
1213.97755,0.05916648672541456
1214.037815,0.06186504252083121
1214.09808,0.06139665034247615
1214.158345,0.059719301656984844
1214.21861,0.0602712543213847
1214.278875,0.06093789793682865
1214.33914,0.05949279893841179
1214.399405,0.058525074069589025
1214.45967,0.0602712543213847
1214.519935,0.06139665034247615
1214.5802,0.05916648672541456
1214.640465,0.057983313969935515
1214.70073,0.06105989568978934
1214.760995,0.06395343746610112
1214.82126,0.061735262248517636
1214.881525,0.05840230037154516
1214.94179,0.059267155296889175
1215.002055,0.061273979753270584
1215.06232,0.05916648672541456
1215.122585,0.055365423756033975
1215.18285,0.05527138249337025
1215.243115,0.057665281135104024
1215.30338,0.05776917211497852
1215.363645,0.05545962502481089
1215.42391,0.05455750477984384
1215.484175,0.05527138249337025
1215.54444,0.05545962502481089
1215.604705,0.05494624144592876
1215.66497,0.055155434378265956
1215.725235,0.055570655268093724
1215.785499,0.05506174979428166
1215.845764,0.05465033141825648
1215.906029,0.05545962502481089
1215.966294,0.05587713592127825
1216.026559,0.05494624144592876
1216.086824,0.05444305423493889
1216.147089,0.05485291218781689
1216.207354,0.05405247202770704
1216.267619,0.05180337382919211
1216.327884,0.05066601037565171
1216.388149,0.05132896840106782
1216.448414,0.05189151446301329
1216.508679,0.05141630185975672
1216.568944,0.05189151446301329
1216.629209,0.053151975845145666
1216.689474,0.05257576536052743
1216.749739,0.05066601037565171
1216.810004,0.0505799513289287
1216.870269,0.05180337382919211
1216.930534,0.051047434004154395
1216.990799,0.04864043977199839
1217.051064,0.04819499989137837
1217.111329,0.04965282459391862
1217.171594,0.049464501900194725
1217.231859,0.047325784744296724
1217.292124,0.047052089675736694
1217.352389,0.049089996608478834
1217.412654,0.04982193151639987
1217.472919,0.04819499989137837
1217.533184,0.047586793676995594
1217.593449,0.048026612242040585
1217.653714,0.04661653371622912
1217.713979,0.04402489542313335
1217.774244,0.04402489542313335
1217.834509,0.04645830664004883
1217.894774,0.04697216907504609
1217.955039,0.045017678986362046
1218.015304,0.04411744484640447
1218.075568,0.045017678986362046
1218.135833,0.04436075929443691
1218.196098,0.04219304001908778
1218.256363,0.04219304001908778
1218.316628,0.04411744484640447
1218.376893,0.04378342315575247
1218.437158,0.04097062223346
1218.497423,0.03999903300641667
1218.557688,0.04203721422650466
1218.617953,0.04305831152330261
1218.678218,0.04141964474279235
1218.738483,0.040219633783992785
1218.798748,0.04088467420378679
1218.859013,0.04074590235731643
1218.919278,0.038972461408570316
1218.979543,0.03819311558114988
1219.039808,0.03933266243764858
1219.100073,0.03999903300641667
1219.160338,0.038972461408570316
1219.220603,0.03825809909797694
1219.280868,0.03854611354532285
1219.341133,0.03825809909797694
1219.401398,0.0370050829036047
1219.461663,0.036541744023918465
1219.521928,0.036942227704725245
1219.582193,0.03666619740445664
1219.642458,0.035468865339822506
1219.702723,0.034818723683829766
1219.762988,0.034818723683829766
1219.823253,0.03449641063232762
1219.883518,0.03399302236453227
1219.943783,0.03399302236453227
1220.004048,0.03380657394468707
1220.064313,0.032758264421086404
1220.124578,0.031872873227630244
1220.184843,0.031872873227630244
1220.245108,0.03143919236145395
1220.305373,0.03007082038038045
1220.365637,0.02966165929420984
1220.425902,0.030906152650384596
1220.486167,0.03133248062018413
1220.546432,0.02945769831965653
1220.606697,0.027981827426333282
1220.666962,0.028759129911840247
1220.727227,0.02945769831965653
1220.787492,0.027981827426333282
1220.847757,0.026489681478159235
1220.908022,0.027041028291463102
1220.968287,0.027886850764902344
1221.028552,0.02685508742994402
1221.088817,0.025952171310992558
1221.149082,0.026582557802088437
1221.209347,0.026763935179318268
1221.269612,0.024820136490660172
1221.329877,0.023019812979106692
1221.390142,0.0236592764984809
1221.450407,0.024991987637082
1221.510672,0.024233967845691113
1221.570937,0.02270659200399419
1221.631202,0.02270659200399419
1221.691467,0.023258142341983857
1221.751732,0.022550455808510915
1221.811997,0.021420647192854567
1221.872262,0.021568960751830152
1221.932527,0.02201788943323399
1221.992792,0.021203267114568717
1222.053057,0.02014095449128856
1222.113322,0.02014095449128856
1222.173587,0.02014095449128856
1222.233852,0.019066927295757662
1222.294117,0.018173332621336954
1222.354382,0.018614768647841222
1222.414647,0.019002209824996865
1222.474912,0.018050173176199356
1222.535177,0.016912538653313134
1222.595442,0.01702793582186533
1222.655706,0.017562312642285412
1222.715971,0.017204229916835685
1222.776236,0.016455426133854034
1222.836501,0.016010668463050683
1222.896766,0.015525056684402759
1222.957031,0.015001576251012009
1223.017296,0.015313813726096408
1223.077561,0.016065197382458533
1223.137826,0.015525056684402759
1223.198091,0.01391204871893762
1223.258356,0.013261369752158346
1223.318621,0.0140560833255832
1223.378886,0.01429850918425903
1223.439151,0.013306535146977556
1223.499416,0.012596957026818302
1223.559681,0.01277072291659587
1223.619946,0.012596957026818302
1223.680211,0.011523118007074092
1223.740476,0.01090864156196508
1223.800741,0.011211670884190129
1223.861006,0.011327747864530618
1223.921271,0.010834714436436152
1223.981536,0.010651015918156224
1224.041801,0.010984171467251214
1224.102066,0.010651015918156224
1224.162331,0.00967606469621992
1224.222596,0.009318999554352558
1224.282861,0.009743060412038118
1224.343126,0.009743060412038118
1224.403391,0.008943752814236462
1224.463656,0.008583616077629487
1224.523921,0.008882253337013632
1224.584186,0.00870202083856206
1224.644451,0.007851897944826552
1224.704716,0.00753572676246565
1224.764981,0.007933190431271404
1224.825246,0.007878639833288001
1224.88551,0.007182555787490189
1224.945775,0.006917505854304815
1225.00604,0.007281633937446019
1225.066305,0.007207738777270889
1225.12657,0.00648152147923514
1225.186835,0.006177757113527579
1225.2471,0.00650359615795309
1225.307365,0.006547971316373657
1225.36763,0.005928998305829438
1225.427895,0.005536459842948399
1225.48816,0.005709636029444901
1225.548425,0.005749168749084893
1225.60869,0.005349779146255754
1225.668955,0.005152362147735361
1225.72922,0.0053135240550740755
1225.789485,0.005295488750678303
1225.84975,0.004894221771552985
1225.910015,0.004713144366305114
1225.97028,0.004877609674098362
1226.030545,0.004794432164875934
1226.09081,0.004341219411252145
1226.151075,0.004040042771743089
1226.21134,0.004040042771743089
1226.271605,0.00397114822762035
1226.33187,0.0037721882811025255
1226.392135,0.003746624416436907
1226.4524,0.003811242604893247
1226.512665,0.003645360557617642
1226.57293,0.0033691324533486173
1226.633195,0.0033463000707474036
1226.69346,0.003450969751656065
1226.753725,0.003289235868485861
1226.81399,0.002998629284181143
1226.874255,0.002988451257065854
1226.93452,0.003103266539026643
1226.994785,0.0029278116855376212
1227.05505,0.002614715455013796
1227.115315,0.002544044860030359
1227.175579,0.0026507835591272214
1227.235844,0.002561659470083341
1227.296109,0.0023192764893048726
1227.356374,0.0022565910261061984
1227.416639,0.0023353348346611207
1227.476904,0.002279954026579502
1227.537169,0.002100037662268517
1227.597434,0.00202922770337892
1227.657699,0.0020432777915928915
1227.717964,0.0020016168500433815
1227.778229,0.0019610014349974313
1227.838494,0.002008634783237484
1227.898759,0.001988052028127341
1227.959024,0.0018185787310017125
1228.019289,0.0017039605538364028
1228.079554,0.0017634203062169467
1228.139819,0.0017938340902020585
1228.200084,0.001624264794067126
1228.260349,0.001475733683967205
1228.320614,0.0015011857247118306
1228.380879,0.0015324308707200807
1228.441144,0.001421134191176981
1228.501409,0.0013315654484422179
1228.561674,0.0013685547814446537
1228.621939,0.0013639095964770474
1228.682204,0.0012180549448470815
1228.742469,0.001145287021030701
1228.802734,0.001260559007070495
1228.862999,0.0013407850209831112
1228.923264,0.0011933390222504748
1228.983529,0.0010441000090504772
1229.043794,0.0010731038878818153
1229.104059,0.0011374117415449618
1229.164324,0.0010658315354652116
1229.224589,0.0009884228163405042
1229.284854,0.0010405560970840164
1229.345119,0.0010916117556457059
1229.405384,0.0010054701861117123
1229.465648,0.000913524831228047
1229.525913,0.0009325386123105719
1229.586178,0.0009584434458347065
1229.646443,0.0008737642111492698
1229.706708,0.0007992793889822537
1229.766973,0.0008186941394240545
1229.827238,0.0008271702661770085
1229.887503,0.0007566573870823161
1229.947768,0.0007163082262827499
1230.008033,0.0007724061849481805
1230.068298,0.0008020015639799281
1230.128563,0.0007237243283748298
1230.188828,0.0006575432609205101
1230.249093,0.0006734478476029936
1230.309358,0.000687464751694815
1230.369623,0.0006397711651509701
1230.429888,0.0006097875135033319
1230.490153,0.0006332153425949109
1230.550418,0.0006288611958124692
1230.610683,0.0005713549001308984
1230.670948,0.000554025413237076
1230.731213,0.000603538937523067
1230.791478,0.0006118643196189836
1230.851743,0.0005464870209691322
1230.912008,0.0005085739120200208
1230.972273,0.0005299117895930488
1231.032538,0.0005317165560420372
1231.092803,0.000488095243523415
1231.153068,0.00048309366486326875
1231.213333,0.0005227015013248257
1231.273598,0.0005137879121178214
1231.333863,0.00045418770419703195
1231.394128,0.0004389171004345657
1231.454393,0.00047324373793819924
1231.514658,0.00047003659715704827
1231.574923,0.00042124329219381376
1231.635188,0.0004197715177787978
1231.695453,0.0004636410056101614
1231.755717,0.00045264608823498726
1231.815982,0.0003933542313630609
1231.876247,0.00038138545551127056
1231.936512,0.0004183467181502751
1231.996777,0.00040842592265423336
1232.057042,0.0003512894606987699
1232.117307,0.00034295888046877176
1232.177572,0.0003866463913772936
1232.237837,0.0003933542313630609
1232.298102,0.00034295888046877176
1232.358367,0.0003303030472190115
1232.418632,0.00036478588242712135
1232.478897,0.0003660282652813973
1232.539162,0.0003191657492481639
1232.599427,0.00030112051237636886
1232.659692,0.0003235684093736656
1232.719957,0.00032914900730168225
1232.780222,0.0003052742515414673
1232.840487,0.000310539329362034
1232.900752,0.000341794800332806
1232.961017,0.000339478480104865
1233.021282,0.0003000684327963147
1233.081547,0.00028899533842477817
1233.141812,0.00030214606456922826
1233.202077,0.0002899795948632012
1233.262342,0.0002616507392005101
1233.322607,0.00026435966885283134
1233.382872,0.0002840671227549772
1233.443137,0.0002735845070769333
1233.503402,0.0002494131000087876
1233.563667,0.0002554458776290514
1233.623932,0.00027638934942716346
1233.684197,0.0002616507392005101
1233.744462,0.0002344894407210204
1233.804727,0.0002443277490966887
1233.864992,0.0002698619570214626
1233.925257,0.0002563415046337257
1233.985522,0.00022737725582721173
1234.045786,0.00023290032165235167
1234.106051,0.0002563415046337257
1234.166316,0.00024515987725987846
1234.226581,0.00022198516558807492
1234.286846,0.00023208659537822713
1234.347111,0.0002563415046337257
1234.407376,0.0002434984453649998
1234.467641,0.00021672094494188093
1234.527906,0.0002250472900149275
1234.588171,0.0002485416800332886
1234.648436,0.00023772405255811612
1234.708701,0.00021377211361281632
1234.768966,0.0002189647062086215
1234.829231,0.00023290032165235167
1234.889496,0.00021672094494188093
1234.949761,0.00019690286931055555
1235.010026,0.00020799427555746858
1235.070291,0.00022352215976251488
1235.130556,0.00020658471242982417
1235.190821,0.00018769354592855316
1235.251086,0.000202372601054184
1235.311351,0.00022274119968071937
1235.371616,0.00020658471242982417
1235.431881,0.0001819825053424077
1235.492146,0.0001870377668007182
1235.552411,0.00019961900164415508
1235.612676,0.0001870377668007182
1235.672941,0.00017406182600391976
1235.733206,0.00018640291824770634
1235.793471,0.00019961900164415508
1235.853736,0.00018386661163781538
1235.914001,0.0001670529048846866
1235.974266,0.0001722781906867576
1236.034531,0.0001758639277034603
1236.094796,0.0001597820274469633
1236.155061,0.0001528123285895634
1236.215326,0.00016993407334199467
1236.27559,0.00017889706024088744
1236.335855,0.00015760794017319552
1236.39612,0.00014715854720357964
1236.456385,0.0001670529048846866
1236.51665,0.00017766691939173485
1236.576915,0.00015022145289076265
1236.63718,0.00012964637581191086
1236.697445,0.00014172811766596325
1236.75771,0.00015760794017319552
1236.817975,0.00014566515924832615
1236.87824,0.00013098863424705227
1236.938505,0.00013741568897703818
1236.99877,0.00014221081338375085
1237.059035,0.0001278823317561027
1237.1193,0.0001202304788743333
1237.179565,0.00013324780071601597
1237.23983,0.00014075355974544934
1237.300095,0.0001261422903105592
1237.36036,0.00011618811492195065
1237.420625,0.00012357034115848
1237.48089,0.00012357034115848
1237.541155,0.00010628355375149564
1237.60142,9.924688740970784e-05
1237.661685,0.00011113109694371941
1237.72195,0.00011538917643654977
1237.782215,9.857429797112231e-05
1237.84248,8.894432017702134e-05
1237.902745,9.689331791605002e-05
1237.96301,9.958490112459644e-05
1238.023275,8.536281274120642e-05
1238.08354,7.624185254916836e-05
1238.143805,8.053650484449038e-05
1238.20407,8.136218098361394e-05
1238.264335,7.167991321690442e-05
1238.3246,6.856008800879736e-05
1238.384865,7.57175945367141e-05
1238.44513,7.676206386041492e-05
1238.505395,6.624834993828776e-05
1238.565659,6.292921718244136e-05
1238.625924,6.974254672232613e-05
1238.686189,6.950582471891822e-05
1238.746454,5.7963329347682346e-05
1238.806719,5.2662864987101746e-05
1238.866984,5.658877013213346e-05
1238.927249,5.639669502639632e-05
1238.987514,4.9009323619755835e-05
1239.047779,4.719606676948392e-05
1239.108044,5.194630339129516e-05
1239.168309,4.968537170883427e-05
1239.228574,4.075222983080982e-05
1239.288839,3.792120893076764e-05
1239.349104,4.170039319780564e-05
1239.409369,4.075222983080982e-05
1239.469634,3.420974544347367e-05
1239.529899,3.3066165126564405e-05
1239.590164,3.7394011002108826e-05
1239.650429,3.6507238571888917e-05
1239.710694,3.0039421166869695e-05
1239.770959,2.748143148724943e-05
1239.831224,2.932705761461417e-05
1239.891489,2.8036593229145387e-05
1239.951754,2.3795834823937733e-05
1240.012019,2.339472472776985e-05
1240.072284,2.6010766747182815e-05
1240.132549,2.4373843216283925e-05
1240.192814,1.9836239805545956e-05
1240.253079,1.8849955590776615e-05
1240.313344,2.052226835818538e-05
1240.373609,1.9230749953155133e-05
1240.433874,1.5982758667756287e-05
1240.494139,1.5713348247248465e-05
1240.554404,1.7470444334456392e-05
1240.614669,1.6601790615757987e-05
1240.674934,1.4090637334050282e-05
1240.735199,1.413297271737589e-05
1240.795464,1.5448479093751364e-05
1240.855728,1.3839274910597229e-05
1240.915993,1.1084087907148492e-05
1240.976258,1.0459498970965531e-05
1241.036523,1.1006770219419144e-05
1241.096788,1.017069512193649e-05
1241.157053,9.08396306199632e-06
1241.217318,9.694033158782031e-06
1241.277583,1.017069512193649e-05
1241.337848,8.22773330335843e-06
1241.398113,6.517628338260386e-06
1241.458378,7.07459754607445e-06
1241.518643,8.393944541469033e-06
1241.578908,7.474599639911241e-06
1241.639173,5.821224052708116e-06
1241.699438,5.643534524503143e-06
1241.759703,6.046687237131467e-06
1241.819968,5.32552105740515e-06
1241.880233,4.457154500125137e-06
1241.940498,4.657647805642393e-06
1242.000763,4.935779224376357e-06
1242.061028,4.176654461313443e-06
1242.121293,3.530750865024103e-06
1242.181558,3.886506017379863e-06
1242.241823,4.2781067258980255e-06
1242.302088,3.5769502717734744e-06
1242.362353,2.9728186939969583e-06
1242.422618,3.2300918002614665e-06
1242.482883,3.4470216142384114e-06
1242.543148,2.8250061962653797e-06
1242.603413,2.404905375709287e-06
1242.663678,2.7690673256626845e-06
1242.723943,3.0147308562858603e-06
1242.784208,2.397701470842387e-06
1242.844473,1.984784924645444e-06
1242.904738,2.2853302831853077e-06
1242.965003,2.505555729320364e-06
1243.025268,2.006738079809413e-06
1243.085533,1.7083202161305435e-06
1243.145797,1.992739963815653e-06
1243.206062,2.111736422206623e-06
1243.266327,1.6168997125162426e-06
1243.326592,1.3902874967698225e-06
1243.386857,1.76740179897111e-06
1243.447122,2.0188147019247714e-06
1243.507387,1.534969571881639e-06
1243.567652,1.2002268228386002e-06
1243.627917,1.3438122776315214e-06
1243.688182,1.4197922498172831e-06
1243.748447,1.1013212087923894e-06
1243.808712,9.80699249321644e-07
1243.868977,1.2592427622555791e-06
1243.929242,1.3532519639316377e-06
1243.989507,9.603193034747874e-07
1244.049772,7.791985075358421e-07
1244.110037,9.975136540553864e-07
1244.170302,1.128072651053639e-06
1244.230567,8.517268160257742e-07
1244.290832,7.352906306790294e-07
1244.351097,9.603193034747874e-07
1244.411362,1.03926170078797e-06
1244.471627,7.078738054707532e-07
1244.531892,5.629922356117236e-07
1244.592157,7.637693433292352e-07
1244.652422,9.507639667513304e-07
1244.712687,7.554139196332942e-07
1244.772952,6.234482964275814e-07
1244.833217,7.607203679719327e-07
1244.893482,8.457855470152926e-07
1244.953747,6.521442872758783e-07
1245.014012,5.629922356117236e-07
1245.074277,7.149880554902399e-07
1245.134542,8.09377826389791e-07
1245.194807,6.475952175842209e-07
1245.255072,5.842131136803575e-07
1245.315337,7.057533663034209e-07
1245.375601,7.057533663034209e-07
1245.435866,5.254556741732954e-07
1245.496131,5.094164408452048e-07
1245.556396,7.078738054707532e-07
1245.616661,7.584416266889969e-07
1245.676926,5.474471005082675e-07
1245.737191,4.923874157148336e-07
1245.797456,6.613385167320104e-07
1245.857721,7.404557218220112e-07
1245.917986,5.842131136803575e-07
1245.978251,5.512926740163578e-07
1246.038516,7.057533663034209e-07
1246.098781,7.200105300311436e-07
1246.159046,5.458072202570295e-07
1246.219311,5.419999108446735e-07
1246.279576,7.456570954435154e-07
1246.339841,7.791985075358421e-07
1246.400106,5.726449189578953e-07
1246.460371,5.32863789419625e-07
1246.520636,6.910870805930459e-07
1246.580901,7.228963399233066e-07
1246.641166,5.865546460778313e-07
1246.701431,6.347719731158532e-07
1246.761696,9.125709509926472e-07
1246.821961,9.536205413710835e-07
1246.882226,7.128463055549842e-07
1246.942491,7.057533663034209e-07
1247.002756,9.670651214165058e-07
1247.063021,1.0217435778126264e-06
1247.123286,7.768644149027534e-07
1247.183551,7.301615689240693e-07
1247.243816,9.44131858444233e-07
1247.304081,1.0320122714868186e-06
1247.364346,9.025876791910915e-07
1247.424611,9.632045871467575e-07
1247.484876,1.2454669974823694e-06
1247.545141,1.26808838515191e-06
1247.605406,1.0570801776282568e-06
1247.66567,1.1013212087923894e-06
1247.725935,1.3613958830408128e-06
1247.7862,1.366852372276129e-06
1247.846465,1.2293807139061995e-06
1247.90673,1.4586488440754124e-06
1247.966995,1.912689865681386e-06
1248.02726,1.8340205118091256e-06
1248.087525,1.515144112143249e-06
1248.14779,1.6964037309746143e-06
1248.208055,2.1935265773531136e-06
1248.26832,2.1415086514440205e-06
1248.328585,1.7851644823556283e-06
1248.38885,1.9650359846730773e-06
1248.449115,2.5408802038882944e-06
1248.50938,2.639291626781453e-06
1248.569645,2.4806250332629026e-06
1248.62991,2.902320408650404e-06
1248.690175,3.471235414967693e-06
1248.75044,3.1756443542180685e-06
1248.810705,2.8250061962653797e-06
1248.87097,3.5555528266704385e-06
1248.931235,4.756492647883152e-06
1248.9915,4.501949647571345e-06
1249.051765,3.7528312606996193e-06
1249.11203,4.2781067258980255e-06
1249.172295,5.565075535575231e-06
1249.23256,5.604167727369216e-06
1249.292825,5.05567087077438e-06
1249.35309,5.8797283270722085e-06
1249.413355,7.474599639911241e-06
1249.47362,7.656160041269817e-06
1249.533885,7.246441769416804e-06
1249.59415,8.4867876322586e-06
1249.654415,1.0386538139003796e-05
1249.71468,1.0345074968073858e-05
1249.774945,9.801256168921236e-06
1249.83521,1.119548484259094e-05
1249.895475,1.2890757193898812e-05
1249.955739,1.244738496608988e-05
1250.016004,1.2800836981458964e-05
1250.076269,1.665167077042716e-05
1250.136534,2.0399503411171922e-05
1250.196799,1.8774706367192955e-05
1250.257064,1.7175957015186547e-05
1250.317329,2.0811600715958e-05
1250.377594,2.619348086775303e-05
1250.437859,2.6088916213011016e-05
1250.498124,2.4791740614531983e-05
1250.558389,2.851728965696073e-05
1250.618654,3.3398485610919065e-05
1250.678919,3.270443049811219e-05
1250.739184,3.2153154303800296e-05
1250.799449,3.8149420133326725e-05
1250.859714,4.544989716225504e-05
1250.919979,4.623377344493433e-05
1250.980244,4.735680649919472e-05
1251.040509,5.601449844133573e-05
1251.100774,6.314985533411063e-05
1251.161039,6.081342423649589e-05
