nu,[0]Perfluorobut-1-ene-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1227.05505,0.001095439090719775
1227.115315,0.0011258691092802013
1227.175579,0.0011105498788165197
1227.235844,0.0009420991821724385
1227.296109,0.0008299874315492744
1227.356374,0.0008501480901068268
1227.416639,0.0008472624948921181
1227.476904,0.0007261891789628317
1227.537169,0.0006375358801036276
1227.597434,0.0006508053252704873
1227.657699,0.0006353719388959247
1227.717964,0.0005408870937860777
1227.778229,0.00047977179221586505
1227.838494,0.0004914256015637416
1227.898759,0.0004749029930235597
1227.959024,0.0003973869765596264
1228.019289,0.0003549264404357378
1228.079554,0.00036981783921662977
1228.139819,0.000359822393370768
1228.200084,0.00029904993255636987
1228.260349,0.00026435966885283134
1228.320614,0.00027262863505399026
1228.380879,0.0002589695683205195
1228.441144,0.00021232339446773587
1228.501409,0.0001896178171970912
1228.561674,0.00019961900164415508
1228.621939,0.00019093070438768286
1228.682204,0.00015439442940617669
1228.742469,0.00013554593112382674
1228.802734,0.00014027581027664356
1228.862999,0.00013279552749374904
1228.923264,0.0001081274428646054
1228.983529,9.75641936693221e-05
1229.043794,0.00010165762585454446
1229.104059,9.39544939337222e-05
1229.164324,7.468733687061194e-05
1229.224589,6.832054714181498e-05
1229.284854,7.342104109531525e-05
1229.345119,6.785754341801786e-05
1229.405384,5.2842223464687774e-05
1229.465648,4.719606676948392e-05
1229.525913,5.071443367567024e-05
1229.586178,4.687153483153983e-05
1229.646443,3.625258024588072e-05
1229.706708,3.2476298876836514e-05
1229.766973,3.5040711035252856e-05
1229.827238,3.228202448956019e-05
1229.887503,2.4866227510854905e-05
1229.947768,2.2590072908989388e-05
1230.008033,2.4545058673769893e-05
1230.068298,2.2298302577415027e-05
1230.128563,1.6886433667041307e-05
1230.188828,1.540220310515998e-05
1230.249093,1.6886433667041307e-05
1230.309358,1.534071734623815e-05
1230.369623,1.158267628300256e-05
1230.429888,1.0638830452183254e-05
1230.490153,1.171078905053588e-05
1230.550418,1.0596360127650675e-05
1230.610683,8.000552149328928e-06
1230.670948,7.474599639911241e-06
1230.731213,8.310423397781155e-06
1230.791478,7.444760958499321e-06
1230.851743,5.604167727369216e-06
1230.912008,5.2725312375116634e-06
1230.972273,5.821224052708116e-06
1231.032538,5.075934053605568e-06
1231.092803,3.8057403981316874e-06
1231.153068,3.689572353457299e-06
1231.213333,4.176654461313443e-06
1231.273598,3.652860495145926e-06
1231.333863,2.7580131793914353e-06
1231.394128,2.7580131793914353e-06
1231.454393,3.162967148116338e-06
1231.514658,2.684543132432933e-06
1231.574923,1.9513287640237445e-06
1231.635188,1.9454835499367136e-06
1231.695453,2.2693888313785433e-06
1231.755717,1.9513287640237445e-06
1231.815982,1.4542794549039845e-06
1231.876247,1.4940798881887932e-06
1231.936512,1.7550731868624846e-06
1231.996777,1.4733085086754985e-06
1232.057042,1.0752041579973155e-06
1232.117307,1.120203715900758e-06
1232.177572,1.325129986922725e-06
1232.237837,1.098022196159221e-06
1232.298102,8.013243824574743e-07
1232.358367,8.517268160257742e-07
1232.418632,1.024813410993461e-06
1232.478897,8.432519926060261e-07
1232.539162,6.008022448912833e-07
1232.599427,6.366791483676974e-07
1232.659692,7.683657347743802e-07
1232.719957,6.411515375060144e-07
1232.780222,4.71192086078236e-07
1232.840487,5.165984276190536e-07
1232.900752,6.27827744688756e-07
1232.961017,5.094164408452048e-07
1233.021282,3.691731728048203e-07
1233.081547,4.108654698492996e-07
1233.141812,5.078904816059973e-07
1233.202077,4.179098907621771e-07
1233.262342,3.111471143868685e-07
1233.322607,3.5434316525331894e-07
1233.382872,4.384587939575313e-07
1233.443137,3.532817287084535e-07
1233.503402,2.5782107509396877e-07
1233.563667,2.936139581362801e-07
1233.623932,3.6696476561477897e-07
1233.684197,3.028585415563174e-07
1233.744462,2.286667805172296e-07
1233.804727,2.604122199764829e-07
1233.864992,3.155338092028825e-07
1233.925257,2.560226294716357e-07
1233.985522,1.9740665445570362e-07
1234.045786,2.3258734617427287e-07
1234.106051,2.855067972221869e-07
1234.166316,2.3586646932392362e-07
1234.226581,1.8815495215566516e-07
1234.286846,2.2324411011531976e-07
1234.347111,2.659387015558671e-07
1234.407376,2.157813954156257e-07
1234.467641,1.7808586772923548e-07
1234.527906,2.1948103699181672e-07
1234.588171,2.560226294716357e-07
1234.648436,1.9859465481953042e-07
1234.708701,1.6341056489018127e-07
1234.768966,2.0919479197970816e-07
1234.829231,2.507022141375658e-07
1234.889496,1.9799976363801241e-07
1234.949761,1.6687847233639856e-07
1235.010026,2.1795003449320763e-07
1235.070291,2.622415005286948e-07
1235.130556,2.0566853859336384e-07
1235.190821,1.731686260716141e-07
1235.251086,2.2391484804951366e-07
1235.311351,2.667377155823139e-07
1235.371616,2.1129723459224233e-07
1235.431881,1.836929910097592e-07
1235.492146,2.3991047596619864e-07
1235.552411,2.8181922997847507e-07
1235.612676,2.2324411011531976e-07
1235.672941,2.0079125517549433e-07
1235.733206,2.7212617487275224e-07
1235.793471,3.209437380661768e-07
1235.853736,2.5500058440660577e-07
1235.914001,2.342211693070183e-07
1235.974266,3.209437380661768e-07
1236.034531,3.732564948032506e-07
1236.094796,2.944961225957549e-07
1236.155061,2.7513608696296323e-07
1236.215326,3.8232301371676105e-07
1236.27559,4.4910909744469863e-07
1236.335855,3.568322691097571e-07
1236.39612,3.3337428472611354e-07
1236.456385,4.581817030312882e-07
1236.51665,5.36606921623833e-07
1236.576915,4.3670846177983234e-07
1236.63718,4.250750905422013e-07
1236.697445,5.966113145462028e-07
1236.75771,6.938569649910367e-07
1236.817975,5.646837483189855e-07
1236.87824,5.512926740163578e-07
1236.938505,7.683657347743802e-07
1236.99877,8.971883672496952e-07
1237.059035,7.607203679719327e-07
1237.1193,7.791985075358421e-07
1237.179565,1.098022196159221e-06
1237.23983,1.2630261628056211e-06
1237.300095,1.0645056978716568e-06
1237.36036,1.098022196159221e-06
1237.420625,1.5457520535421912e-06
1237.48089,1.779817014121513e-06
1237.541155,1.5411217463151376e-06
1237.60142,1.6217576949840068e-06
1237.661685,2.253558580078584e-06
1237.72195,2.530736983038728e-06
1237.782215,2.1782255075353185e-06
1237.84248,2.3082982343738326e-06
1237.902745,3.252781765089586e-06
1237.96301,3.779193238803222e-06
1238.023275,3.3889175308385217e-06
1238.08354,3.652860495145926e-06
1238.143805,4.9555618802086575e-06
1238.20407,5.548405326784346e-06
1238.264335,4.990372508425594e-06
1238.3246,5.526256033595971e-06
1238.384865,7.5799799760162085e-06
1238.44513,8.54640355799298e-06
1238.505395,7.842130602493728e-06
1238.565659,8.745248794361501e-06
1238.625924,1.1745974168976313e-05
1238.686189,1.2929487531939821e-05
1238.746454,1.1947362682127358e-05
1238.806719,1.352460417275145e-05
1238.866984,1.8329477531191297e-05
1238.927249,2.0460793811037445e-05
1238.987514,1.9230749953155133e-05
1239.047779,2.168261002569262e-05
1239.108044,2.8631587258394668e-05
1239.168309,3.1390665070441274e-05
1239.228574,2.9710798273554875e-05
1239.288839,3.386935278891247e-05
1239.349104,4.4234744633361614e-05
1239.409369,4.8178388925199004e-05
1239.469634,4.639587516452202e-05
1239.529899,5.320809561391234e-05
1239.590164,6.856008800879736e-05
1239.650429,7.317183344866041e-05
1239.710694,7.04646071813251e-05
1239.770959,8.192552132151562e-05
1239.831224,0.00010592280329204458
1239.891489,0.00011343279624201002
1239.951754,0.00010923598674455326
1240.012019,0.00012484969302400305
1240.072284,0.00015705727660596748
1240.132549,0.00016762185142232364
1240.192814,0.00016253779477613754
1240.253079,0.00018769354592855316
1240.313344,0.0002336935304367791
1240.373609,0.00024685732988990723
1240.433874,0.0002393700205800699
1240.494139,0.0002735845070769333
1240.554404,0.000339478480104865
1240.614669,0.0003586010746516667
1240.674934,0.0003537217396900521
1240.735199,0.0004070396325458524
1240.795464,0.0004982044614688285
1240.855728,0.0005244817110709635
1240.915993,0.000515589320435853
1240.976258,0.0005872264719625645
1241.036523,0.0007089681180022415
1241.096788,0.0007387137941912241
1241.157053,0.0007362064322217468
1241.217318,0.0008472624948921181
1241.277583,0.0010054701861117123
1241.337848,0.0010405560970840164
1241.398113,0.0010405560970840164
1241.458378,0.00120148138024376
1241.518643,0.0014358475168957249
1241.578908,0.0014858028694489218
1241.639173,0.0014858028694489218
1241.699438,0.0017039605538364028
1241.759703,0.002008634783237484
1241.819968,0.0020572194284192006
1241.880233,0.002064432311601086
1241.940498,0.00236754908565916
1242.000763,0.002771684557847588
1242.061028,0.002848678717772565
1242.121293,0.0028387257700791236
1242.181558,0.003211233974425892
1242.241823,0.0037208616915777866
1242.302088,0.003811242604893247
1242.362353,0.0038507012669865893
1242.422618,0.00437084030013178
1242.482883,0.0050301775363316035
1242.543148,0.005134360401650715
1242.603413,0.005152362147735361
1242.663678,0.005729654767904475
1242.723943,0.006415104442916967
1242.784208,0.006547971316373657
1242.844473,0.006684258463573382
1242.904738,0.00753572676246565
1242.965003,0.008408602416166068
1243.025268,0.008437240321231802
1243.085533,0.008553625934722801
1243.145797,0.00967606469621992
1243.206062,0.010834714436436152
1243.266327,0.01090864156196508
1243.326592,0.011059118363881916
1243.386857,0.012298229131717188
1243.447122,0.013490089152500353
1243.507387,0.013536033516778399
1243.567652,0.01391204871893762
1243.627917,0.01563098682414801
1243.688182,0.0170876380151341
1243.748447,0.016796243815196184
1243.808712,0.016912538653313134
1243.868977,0.018807491584207928
1243.929242,0.02077094798715821
1243.989507,0.020700446684133258
1244.049772,0.020914763119891443
1244.110037,0.02309821354867806
1244.170302,0.025250735373042576
1244.230567,0.025423025496106925
1244.290832,0.025861497483165633
1244.351097,0.028467277763052034
1244.411362,0.030485625547105547
1244.471627,0.03037911236449243
1244.531892,0.030906152650384596
1244.592157,0.03398282598735597
1244.652422,0.03643957025068754
1244.712687,0.03626507942648458
1244.772952,0.03705692630158057
1244.833217,0.0407173902060835
1244.893482,0.043131572907424955
1244.953747,0.04231134608233649
1245.014012,0.043131572907424955
1245.074277,0.04762011609405478
1245.134542,0.05081823663199351
1245.194807,0.05021708357087676
1245.255072,0.05094034687358728
1245.315337,0.05568747626326995
1245.375601,0.0591487394416226
1245.435866,0.05844319629370807
1245.496131,0.0591487394416226
1245.556396,0.06390868572481165
1245.616661,0.06721223362706251
1245.676926,0.0664105068051679
1245.737191,0.06769790803894851
1245.797456,0.0731458416515947
1245.857721,0.07655085406380925
1245.917986,0.07527554232929806
1245.978251,0.07673479675650112
1246.038516,0.08310918946679606
1246.098781,0.08677818619649907
1246.159046,0.08553753444625935
1246.219311,0.08740524383572844
1246.279576,0.09398688760557286
1246.339841,0.09719849997410487
1246.400106,0.0953500902903626
1246.460371,0.09719849997410487
1246.520636,0.10473729670918545
1246.580901,0.10887008373075689
1246.641166,0.10705634439346201
1246.701431,0.10860910882495796
1246.761696,0.11591478151147531
1246.821961,0.11900378257871827
1246.882226,0.11674070501909474
1246.942491,0.11900378257871827
1247.002756,0.12700866074578604
1247.063021,0.13107311260221188
1247.123286,0.12885081715431398
1247.183551,0.13138806586519525
1247.243816,0.13921998096049917
1247.304081,0.1429443336048731
1247.364346,0.14090068478658416
1247.424611,0.14397724683226554
1247.484876,0.15219388678977652
1247.545141,0.15514424219365636
1247.605406,0.15292617352855054
1247.66567,0.15700148736755654
1247.725935,0.1663601936610241
1247.7862,0.16796494198768974
1247.846465,0.16398177260289773
1247.90673,0.16716064213006226
1247.966995,0.17712492577955571
1248.02726,0.18104674887278735
1248.087525,0.1784048273616942
1248.14779,0.1827931670567782
1248.208055,0.19132150381364235
1248.26832,0.19183876986887463
1248.328585,0.18813415127705943
1248.38885,0.19322499342826374
1248.449115,0.20370141689107585
1248.50938,0.20572807632980528
1248.569645,0.20078913523978667
1248.62991,0.20419088742130487
1248.690175,0.21378167393309977
1248.75044,0.2158438606615845
1248.810705,0.21378167393309977
1248.87097,0.22009412130649258
1248.931235,0.22925966718241594
1248.9915,0.22925966718241594
1249.051765,0.22544027747888432
1249.11203,0.23144801220133537
1249.172295,0.2411828305790579
1249.23256,0.2400279269783342
1249.292825,0.23546335093329712
1249.35309,0.2417623645350185
1249.413355,0.25311787238419087
1249.47362,0.25431032645635776
1249.533885,0.2506995672465184
1249.59415,0.2561479683791593
1249.654415,0.2650067451297589
1249.71468,0.2650067451297589
1249.774945,0.2630003279097544
1249.83521,0.2714167001849725
1249.895475,0.2813657090820259
1249.955739,0.2786775222170338
1250.016004,0.2727226320750082
1250.076269,0.28001838983148547
1250.136534,0.2917669242710291
1250.196799,0.2903697988180951
1250.257064,0.2862184352679895
1250.317329,0.293875226907412
1250.377594,0.3040083836986788
1250.437859,0.3010135495891716
1250.498124,0.2959987641013708
1250.558389,0.30547113172722584
1250.618654,0.3174293516174957
1250.678919,0.31515206834349135
1250.739184,0.3091588674696846
1250.799449,0.31515206834349135
1250.859714,0.32523736805229614
1250.919979,0.3236799694325368
1250.980244,0.3197230905001759
1251.040509,0.32837468179704044
1251.100774,0.33878147363654626
1251.161039,0.3355447327042427
1251.221304,0.33074751144208603
1251.281569,0.33796937301037827
1251.341834,0.3479487778943264
1251.402099,0.345452543919518
1251.462364,0.3395955256449391
1251.522629,0.3462826257246518
1251.582894,0.3546939407835027
1251.643159,0.35384369602744703
1251.703424,0.3521493160516654
1251.763689,0.35894001269965875
1251.823954,0.3658982462297604
1251.884219,0.36327324021856267
1251.944484,0.3624024298324904
1252.004749,0.3731256696985113
1252.065014,0.38035129225608805
1252.125279,0.3749172290154562
1252.185544,0.37223124183399764
1252.245808,0.3812652316460798
1252.306073,0.3877168398458577
1252.366338,0.3821775453302977
1252.426603,0.38035129225608805
1252.486868,0.391586046884964
1252.547133,0.3982162816764378
1252.607398,0.3905145697105799
1252.667663,0.3867874351619625
1252.727928,0.4001323146287885
1252.788193,0.4118113182266994
1252.848458,0.40788092404752213
1252.908723,0.40205354609180516
1252.968988,0.40788092404752213
1253.029253,0.41378862631324453
1253.089518,0.40983936038419094
1253.149783,0.4088610139026192
1253.210048,0.41792219506124234
1253.270313,0.4260153076106589
1253.330578,0.42093788405405974
1253.390843,0.41577958620063626
1253.451108,0.42093788405405974
1253.511373,0.42499409681552863
1253.571638,0.4219493482473186
1253.631903,0.42397957376210976
1253.692168,0.43322848983890716
1253.752433,0.43635462767896765
1253.812698,0.42908939577614846
1253.872963,0.42908939577614846
1253.933228,0.4416180105901711
1253.993493,0.4470968684073058
1254.053758,0.4395033234486756
1254.114023,0.43635462767896765
1254.174288,0.4470968684073058
1254.234553,0.4535771058292931
1254.294818,0.44817118956119395
1254.355083,0.4449559457638649
1254.415348,0.4568500774532169
1254.475613,0.46569703303186655
1254.535877,0.46014666654617364
1254.596142,0.4568500774532169
1254.656407,0.4634716782233057
1254.716672,0.4701845508341831
1254.776937,0.4668160481922082
1254.837202,0.46569703303186655
1254.897467,0.47488149038623423
1254.957732,0.48060959079539184
1255.017997,0.47358209608571195
1255.078262,0.4701845508341831
1255.138527,0.4760225747166372
1255.198792,0.482917233126455
1255.259057,0.48060959079539184
1255.319322,0.4783081925340841
1255.379587,0.48407762640089913
1255.439852,0.4887422620161072
1255.500117,0.4864067845151157
1255.560382,0.48757068703959633
1255.620647,0.49463755338396015
1255.680912,0.4958261092085644
1255.741177,0.49109386420396095
1255.801442,0.4922689822461028
1255.861707,0.4982068135065424
1255.921972,0.4994039458431386
1255.982237,0.4958261092085644
1256.042502,0.4982068135065424
1256.102767,0.5068146115258436
1256.163032,0.50925316951832
1256.223297,0.5042162678863518
1256.283562,0.5030126299264072
1256.343827,0.50925316951832
1256.404092,0.5104717402053901
1256.464357,0.50925316951832
1256.524622,0.5116983437173278
1256.584887,0.5191149171492515
1256.645152,0.5191149171492515
1256.705417,0.5141603999750433
1256.765681,0.515395866902272
1256.825946,0.524117176701968
1256.886211,0.5266389866521446
1256.946476,0.5228608037285104
1257.006741,0.5228608037285104
1257.067006,0.5291676386850253
1257.127271,0.5329913946865513
1257.187536,0.5317137491272446
1257.247801,0.5317137491272446
1257.308066,0.5355505477455561
1257.368331,0.5355505477455561
1257.428596,0.5329913946865513
1257.488861,0.5342667675833758
1257.549126,0.5368374126803721
1257.609391,0.5381273698001694
1257.669656,0.5368374126803721
1257.729921,0.5394150323578101
1257.790186,0.5421947634129952
1257.850451,0.5421947634129952
1257.910716,0.5434975936160716
1257.970981,0.5487348078430763
1258.031246,0.554022488554536
1258.091511,0.5487348078430763
1258.151776,0.54480355436679
1258.212041,0.5500533530031902
1258.272306,0.5607052009946243
1258.332571,0.5607052009946243
1258.392836,0.555353739389068
1258.453101,0.5566881890626743
1258.513366,0.5647568468638197
1258.573631,0.5661082299873873
1258.633896,0.5607052009946243
1258.694161,0.5607052009946243
1258.754426,0.5674685214361557
1258.814691,0.5715633232774759
1258.874956,0.5701989180485595
1258.935221,0.5701989180485595
1258.995486,0.5701989180485595
1259.05575,0.5674685214361557
1259.116015,0.5688320815051765
1259.17628,0.5743134221864014
1259.236545,0.5800447634834683
1259.29681,0.5772729927569193
1259.357075,0.5743134221864014
1259.41734,0.5772729927569193
1259.477605,0.5814385427819729
1259.53787,0.5842361566892873
1259.598135,0.585640007412361
1259.6584,0.5884519522793628
1259.718665,0.5884519522793628
1259.77893,0.585640007412361
1259.839195,0.5870413609805346
1259.89946,0.5926981686714611
1259.959725,0.5955499587017219
1260.01999,0.5898659330630629
1260.080255,0.5870413609805346
1260.14052,0.5912833114761684
1260.200785,0.5969809951594579
1260.26105,0.5955499587017219
1260.321315,0.5941223526133946
1260.38158,0.5969809951594579
1260.441845,0.6027335824713883
1260.50211,0.6012887563583091
1260.562375,0.5984154702293766
1260.62264,0.6027335824713883
1260.682905,0.6070828538231863
1260.74317,0.6070828538231863
1260.803435,0.6041818803315689
1260.8637,0.6070828538231863
1260.923965,0.6129327839725722
1260.98423,0.614405589313569
1261.044495,0.6129327839725722
1261.10476,0.6129327839725722
1261.165025,0.614405589313569
1261.22529,0.6160913690919047
1261.285555,0.6190557164055539
1261.345819,0.6220281064781279
1261.406084,0.6235227668086352
1261.466349,0.6235227668086352
1261.526614,0.6250210186320031
1261.586879,0.6295311141197334
1261.647144,0.6325601272833978
1261.707409,0.6310438032945398
1261.767674,0.6295311141197334
1261.827939,0.6325601272833978
1261.888204,0.6371246243014712
1261.948469,0.6371246243014712
1262.008734,0.6386555597875291
1262.068999,0.640190173931377
1262.129264,0.6417220583197274
1262.189529,0.6417220583197274
1262.249794,0.6432640408986379
1262.310059,0.646359130567587
1262.370324,0.6479122554853506
1262.430589,0.6432640408986379
1262.490854,0.6417220583197274
1262.551119,0.646359130567587
1262.611384,0.6525875320805368
1262.671649,0.6575266391062551
1262.731914,0.6606837469444323
1262.792179,0.6606837469444323
1262.852444,0.6591000071996544
1262.912709,0.6557209248437998
1262.972974,0.6575266391062551
1263.033239,0.6638626521988805
1263.093504,0.6670501823430265
1263.153769,0.6670501823430265
1263.214034,0.6670501823430265
1263.274299,0.6686530254229811
1263.334564,0.6686530254229811
1263.394829,0.6686530254229811
1263.455094,0.6702597199462108
1263.515359,0.6734779655496634
1263.575624,0.6734779655496634
1263.635888,0.6734779655496634
1263.696153,0.6767184306789213
1263.756418,0.6799676877198824
1263.816683,0.6799676877198824
1263.876948,0.6799676877198824
1263.937213,0.683239378396919
1263.997478,0.6865268109394582
1264.057743,0.6848811222096098
1264.118008,0.6816015700449367
1264.178273,0.6816015700449367
1264.238538,0.6865268109394582
1264.298803,0.6898231628239717
1264.359068,0.6898231628239717
1264.419333,0.6914807266957649
1264.479598,0.6914807266957649
1264.539863,0.6898231628239717
1264.600128,0.6881695723355037
1264.660393,0.6914807266957649
1264.720658,0.6981439258379284
1264.780923,0.6981439258379284
1264.841188,0.6931422734984555
1264.901453,0.6914807266957649
1264.961718,0.6948008647591702
1265.021983,0.6981439258379284
1265.082248,0.699821483523935
1265.142513,0.7034278263103683
1265.202778,0.7085036982743704
1265.263043,0.7101351322102374
1265.323308,0.7085036982743704
1265.383573,0.7101351322102374
1265.443838,0.713566245888708
1265.504103,0.7152808615946725
1265.564368,0.713566245888708
1265.624633,0.7118628589192887
1265.684898,0.713566245888708
1265.745163,0.713566245888708
1265.805428,0.713566245888708
1265.865692,0.7152808615946725
1265.925957,0.7204710822627464
1265.986222,0.7204710822627464
1266.046487,0.7187440249630628
1266.106752,0.7187440249630628
1266.167017,0.7222239558715343
1266.227282,0.7274645570171953
1266.287547,0.7274645570171953
1266.347812,0.725720735503205
1266.408077,0.725720735503205
1266.468342,0.7274645570171953
1266.528607,0.7309867099796659
1266.588872,0.7327431850105461
1266.649137,0.7327431850105461
1266.709402,0.7292125687290453
1266.769667,0.7292125687290453
1266.829932,0.734503880644198
1266.890197,0.7416335690838747
1266.950462,0.7398557827150533
1267.010727,0.734503880644198
1267.070992,0.7327431850105461
1267.131257,0.7362908954177682
1267.191522,0.7434081931450024
1267.251787,0.7452243239147724
1267.312052,0.7434081931450024
1267.372317,0.7398557827150533
1267.432582,0.7380601157819822
1267.492847,0.7380601157819822
1267.553112,0.7416335690838747
1267.613377,0.7416335690838747
1267.673642,0.7416335690838747
1267.733907,0.7434081931450024
1267.794172,0.7488025113436949
1267.854437,0.7524279759222698
1267.914702,0.7506243140400727
1267.974967,0.7506243140400727
1268.035232,0.7542359717916887
1268.095497,0.7560709938519774
1268.155761,0.7524279759222698
1268.216026,0.7488025113436949
1268.276291,0.7488025113436949
1268.336556,0.7506243140400727
1268.396821,0.7524279759222698
1268.457086,0.7578877434647177
1268.517351,0.7615571958594977
1268.577616,0.7652444145804833
1268.637881,0.7633871281699657
1268.698146,0.7615571958594977
1268.758411,0.7633871281699657
1268.818676,0.7652444145804833
1268.878941,0.7615571958594977
1268.939206,0.7597316501205835
1268.999471,0.7597316501205835
1269.059736,0.7615571958594977
1269.120001,0.7652444145804833
1269.180266,0.768918728282324
1269.240531,0.7726415892115537
1269.300796,0.7726415892115537
1269.361061,0.768918728282324
1269.421326,0.767083206843572
1269.481591,0.767083206843572
1269.541856,0.768918728282324
1269.602121,0.767083206843572
1269.662386,0.7652444145804833
1269.722651,0.7652444145804833
1269.782916,0.7652444145804833
1269.843181,0.7652444145804833
1269.903446,0.767083206843572
1269.963711,0.7707971807593921
1270.023976,0.7745291365605206
1270.084241,0.7745291365605206
1270.144506,0.7726415892115537
1270.204771,0.7745291365605206
1270.265036,0.7782480307657129
1270.325301,0.7782480307657129
1270.385566,0.7763824750541957
1270.44583,0.7745291365605206
1270.506095,0.7782480307657129
1270.56636,0.7820160612225335
1270.626625,0.7838951537785706
1270.68689,0.7820160612225335
1270.747155,0.7801414730811713
1270.80742,0.7763824750541957
1270.867685,0.7745291365605206
1270.92795,0.7745291365605206
1270.988215,0.7763824750541957
1271.04848,0.7782480307657129
1271.108745,0.7820160612225335
1271.16901,0.7838951537785706
1271.229275,0.7820160612225335
1271.28954,0.7782480307657129
1271.349805,0.7801414730811713
1271.41007,0.7838951537785706
1271.470335,0.7876905258163072
1271.5306,0.7838951537785706
1271.590865,0.7820160612225335
1271.65113,0.7820160612225335
1271.711395,0.7820160612225335
1271.77166,0.7820160612225335
1271.831925,0.7838951537785706
1271.89219,0.7858023352893118
1271.952455,0.7858023352893118
1272.01272,0.7858023352893118
1272.072985,0.7838951537785706
1272.13325,0.7838951537785706
1272.193515,0.7858023352893118
1272.25378,0.7876905258163072
1272.314045,0.7896069412958283
1272.37431,0.7876905258163072
1272.434575,0.7858023352893118
1272.49484,0.7838951537785706
1272.555105,0.7858023352893118
1272.61537,0.7858023352893118
1272.675635,0.7838951537785706
1272.735899,0.7838951537785706
1272.796164,0.7876905258163072
1272.856429,0.7915042738432757
1272.916694,0.7896069412958283
1272.976959,0.7858023352893118
1273.037224,0.7876905258163072
1273.097489,0.7915042738432757
1273.157754,0.7915042738432757
1273.218019,0.7915042738432757
1273.278284,0.7934061654575288
1273.338549,0.7934061654575288
1273.398814,0.7934061654575288
1273.459079,0.7915042738432757
1273.519344,0.7915042738432757
1273.579609,0.7915042738432757
1273.639874,0.7876905258163072
1273.700139,0.7858023352893118
1273.760404,0.7896069412958283
1273.820669,0.7934061654575288
1273.880934,0.7915042738432757
1273.941199,0.7858023352893118
1274.001464,0.7858023352893118
1274.061729,0.7896069412958283
1274.121994,0.7896069412958283
1274.182259,0.7896069412958283
1274.242524,0.7934061654575288
1274.302789,0.7991552873277282
1274.363054,0.7991552873277282
1274.423319,0.7953364868301955
1274.483584,0.7896069412958283
1274.543849,0.7876905258163072
1274.604114,0.7876905258163072
1274.664379,0.7876905258163072
1274.724644,0.7896069412958283
1274.784909,0.7896069412958283
1274.845174,0.7896069412958283
1274.905439,0.7915042738432757
1274.965703,0.7953364868301955
1275.025968,0.7972475868012254
1275.086233,0.7934061654575288
1275.146498,0.7896069412958283
1275.206763,0.7934061654575288
1275.267028,0.7934061654575288
1275.327293,0.7896069412958283
1275.387558,0.7838951537785706
1275.447823,0.7858023352893118
1275.508088,0.7896069412958283
1275.568353,0.7858023352893118
1275.628618,0.7801414730811713
1275.688883,0.7801414730811713
1275.749148,0.7838951537785706
1275.809413,0.7838951537785706
1275.869678,0.7801414730811713
1275.929943,0.7801414730811713
1275.990208,0.7838951537785706
1276.050473,0.7838951537785706
1276.110738,0.7838951537785706
1276.171003,0.7838951537785706
1276.231268,0.7838951537785706
1276.291533,0.7801414730811713
1276.351798,0.7801414730811713
1276.412063,0.7838951537785706
1276.472328,0.7858023352893118
1276.532593,0.7838951537785706
1276.592858,0.7782480307657129
1276.653123,0.7801414730811713
1276.713388,0.7838951537785706
1276.773653,0.7820160612225335
1276.833918,0.7763824750541957
1276.894183,0.7782480307657129
1276.954448,0.7838951537785706
1277.014713,0.7876905258163072
1277.074978,0.7858023352893118
1277.135243,0.7820160612225335
1277.195508,0.7820160612225335
1277.255772,0.7820160612225335
1277.316037,0.7838951537785706
1277.376302,0.7820160612225335
1277.436567,0.7763824750541957
1277.496832,0.7745291365605206
1277.557097,0.7763824750541957
1277.617362,0.7838951537785706
1277.677627,0.7838951537785706
1277.737892,0.7763824750541957
1277.798157,0.7707971807593921
1277.858422,0.7745291365605206
1277.918687,0.7782480307657129
1277.978952,0.7763824750541957
1278.039217,0.7745291365605206
1278.099482,0.7745291365605206
1278.159747,0.7745291365605206
1278.220012,0.7726415892115537
1278.280277,0.7726415892115537
1278.340542,0.7745291365605206
1278.400807,0.7763824750541957
1278.461072,0.7763824750541957
1278.521337,0.7726415892115537
1278.581602,0.7707971807593921
1278.641867,0.767083206843572
1278.702132,0.7633871281699657
1278.762397,0.767083206843572
1278.822662,0.7726415892115537
1278.882927,0.7726415892115537
1278.943192,0.767083206843572
1279.003457,0.7633871281699657
1279.063722,0.7652444145804833
1279.123987,0.767083206843572
1279.184252,0.7652444145804833
1279.244517,0.7652444145804833
1279.304782,0.7633871281699657
1279.365047,0.7578877434647177
1279.425312,0.7542359717916887
1279.485577,0.7560709938519774
1279.545841,0.7615571958594977
1279.606106,0.7615571958594977
1279.666371,0.7560709938519774
1279.726636,0.7597316501205835
1279.786901,0.7633871281699657
1279.847166,0.7597316501205835
1279.907431,0.7542359717916887
1279.967696,0.7560709938519774
1280.027961,0.7652444145804833
1280.088226,0.7633871281699657
1280.148491,0.7542359717916887
1280.208756,0.7542359717916887
1280.269021,0.7597316501205835
1280.329286,0.7578877434647177
1280.389551,0.7506243140400727
1280.449816,0.7470075401434964
1280.510081,0.7506243140400727
1280.570346,0.7470075401434964
1280.630611,0.7434081931450024
1280.690876,0.7470075401434964
1280.751141,0.7524279759222698
1280.811406,0.7470075401434964
1280.871671,0.7380601157819822
1280.931936,0.7416335690838747
1280.992201,0.7524279759222698
1281.052466,0.7506243140400727
1281.112731,0.7380601157819822
