nu,[0]HFE-338mec3-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1127.185098,0.005307151650415471
1127.426152,0.005101095287780902
1127.667206,0.004936987261102051
1127.90826,0.004616123478619086
1128.149314,0.004268896141643124
1128.390368,0.003997444488126959
1128.631422,0.0038855140007055667
1128.872476,0.0035083831102067737
1129.11353,0.0033775658218001756
1129.354584,0.003267925170141686
1129.595638,0.0028353213422202756
1129.836692,0.0027664233569113113
1130.077746,0.0025527093338131184
1130.3188,0.0024182769416354133
1130.559854,0.002243989433750743
1130.800908,0.0020060252545804117
1131.041962,0.001951806353620785
1131.283016,0.001810775631146367
1131.52407,0.0017286751035033051
1131.765124,0.0016437090087364117
1132.006178,0.0015608886070323322
1132.247232,0.0015078054947146773
1132.488286,0.0013814798490364745
1132.72934,0.0012892430703426842
1132.970394,0.0012005205795111008
1133.211448,0.0010900845684682664
1133.452502,0.0010635956377550231
1133.693556,0.0010387886544708544
1133.93461,0.0009700140519746216
1134.175664,0.0008721056352941034
1134.416718,0.0008487889407720756
1134.657772,0.0008168949921050283
1134.898826,0.0007235072436406555
1135.13988,0.0007630400789092969
1135.380934,0.0006989719117599506
1135.621988,0.0006385567539931186
1135.863042,0.000603056299454017
1136.104096,0.0006342292980911491
1136.34515,0.000555634418865981
1136.586204,0.0005474715834472748
1136.827258,0.0005239574915133562
1137.068312,0.0005737596371241716
1137.309366,0.0005248489767967206
1137.55042,0.0004879488369124476
1137.791474,0.0004648945278187758
1138.032528,0.00046137472161291956
1138.273582,0.00046174396906949926
1138.514636,0.0004274813056573974
1138.75569,0.00045514250056114057
1138.996744,0.0004220444152749045
1139.237798,0.0004413377952956588
1139.478852,0.00044644247559557656
1139.719906,0.0004279517938146662
1139.96096,0.00043355148627312345
1140.202014,0.0004720621062483989
1140.443068,0.00048522396020153613
1140.684122,0.0005385124186897724
1140.925176,0.0005119927977081379
1141.16623,0.000517655807937283
1141.407284,0.0005341146722588942
1141.648338,0.0005343283608626693
1141.889392,0.000576635619273539
1142.130446,0.0006016106997488614
1142.3715,0.0005909967734786895
1142.612554,0.0006464595043482439
1142.853608,0.0006764851918161696
1143.094662,0.0006947211610686845
1143.335716,0.0007133773749059462
1143.57677,0.0007428621961229526
1143.817824,0.0007508534988475025
1144.058878,0.0008958836574644464
1144.299932,0.0008907025719235223
1144.540986,0.0009106062240301778
1144.78204,0.0008775294867981961
1145.023094,0.0009981569794341731
1145.264148,0.0010519601979822493
1145.505202,0.0011386635828471501
1145.746256,0.0011455161013421752
1145.98731,0.0012302966005604916
1146.228364,0.0013053292123789862
1146.469418,0.0013409191061893577
1146.710472,0.0014581307088455237
1146.951526,0.0016050505942496757
1147.19258,0.001649637025195233
1147.433634,0.0017976050999658896
1147.674688,0.0018998126555754159
1147.915742,0.0019657134906464167
1148.156796,0.002116693664383793
1148.39785,0.0021611819670102517
1148.638904,0.0023116354914707966
1148.879958,0.0024433139131904654
1149.121012,0.002603756679640417
1149.362066,0.0028609544100826625
1149.60312,0.0029451368334111818
1149.844174,0.0032105917918514065
1150.085228,0.0032405895689705607
1150.326282,0.0034568413897121436
1150.567336,0.003648278012890247
1150.80839,0.003810099403600546
1151.049444,0.0038684552957746806
1151.290498,0.004126606006737572
1151.531552,0.004443557431656601
1151.772606,0.004545579757871662
1152.01366,0.0045692783355136945
1152.254714,0.004847946818774613
1152.495768,0.0049871034933831855
1152.736822,0.0049389624510181385
1152.977876,0.00502263792614842
1153.21893,0.005379283995518862
1153.459984,0.005367999352150918
1153.701038,0.005364243067457436
1153.942092,0.00539059236153795
1154.183146,0.005419238345857099
1154.4242,0.005580371096785469
1154.665254,0.005682295446396784
1154.906308,0.005723927977009249
1155.147362,0.005657348270467776
1155.388416,0.005559205925911095
1155.62947,0.0056499984961046
1155.870524,0.0057802982342954065
1156.111578,0.005742848140432986
1156.352632,0.005858861368439892
1156.593686,0.005773943402036202
1156.83474,0.005805787581968383
1157.075794,0.005769326094483851
1157.316848,0.0058127587089063714
1157.557902,0.005640965726653385
1157.798956,0.005678319231421908
1158.04001,0.005793028888996332
1158.281064,0.0058168290644608454
1158.522118,0.005741699685654202
1158.763172,0.005884697155510863
1159.004226,0.005965872286546231
1159.24528,0.005725072877090846
1159.486334,0.005831972497961194
1159.727388,0.00579766516637121
1159.968442,0.005872352258163252
1160.209496,0.006018001810059908
1160.45055,0.005875876726752995
1160.691604,0.005943244990947166
1160.932658,0.006112618731460384
1161.173712,0.006105287988308212
1161.414766,0.0059444337588181765
1161.65582,0.006213692215844744
1161.896874,0.006470512253213949
1162.137928,0.006550591028807763
1162.378982,0.006682253486795863
1162.620036,0.0067608950083916
1162.86109,0.006900923746742971
1163.102144,0.007127462489330957
1163.343198,0.007249665131071601
1163.584252,0.007648849764731199
1163.825306,0.007601573603730169
1164.06636,0.007882580138198788
1164.307414,0.008090214775456859
1164.548468,0.008711598328138016
1164.789522,0.00864564113564927
1165.030576,0.009214287596172214
1165.27163,0.009621068016890983
1165.512684,0.01034657222619284
1165.753738,0.011003960780931467
1165.994792,0.01111788729129995
1166.235846,0.011922832735291801
1166.4769,0.012356166855633805
1166.717954,0.012751581192103418
1166.959008,0.01357941820250766
1167.200062,0.014694235572923174
1167.441116,0.015673247514832265
1167.68217,0.016319411339178316
1167.923224,0.017228332706735388
1168.164278,0.01765563999831933
1168.405332,0.019089821342193145
1168.646386,0.020264189799242768
1168.88744,0.021450657100958614
1169.128494,0.023463717197315416
1169.369548,0.02438224684069643
1169.610602,0.02563235136832979
1169.851656,0.028057480446001728
1170.09271,0.028978531970940587
1170.333764,0.031223008625756367
1170.574818,0.032409619568100345
1170.815872,0.035024761367049226
1171.056926,0.03686104413844179
1171.29798,0.0393877667290649
1171.539034,0.0414569392030506
1171.780088,0.04262134904287324
1172.021142,0.0456523588850575
1172.262196,0.04848988788469745
1172.50325,0.05194862653480329
1172.744304,0.05407950502140614
1172.985358,0.05749254452616455
1173.226412,0.06124335042136505
1173.467466,0.0642290293451042
1173.70852,0.06691714946033919
1173.949574,0.0699202480510692
1174.190628,0.07348308759418318
1174.431682,0.07671945133174345
1174.672736,0.08108964563955595
1174.91379,0.08575164581006342
1175.154844,0.08789608627731069
1175.395898,0.09021135255695854
1175.636952,0.09279152210410994
1175.878006,0.09726656274327675
1176.11906,0.09921163333945457
1176.360114,0.10674633073179828
1176.601168,0.10811065424882951
1176.842222,0.11634446061922502
1177.083276,0.11672903153227693
1177.32433,0.11957637385478384
1177.565384,0.12410838780180158
1177.806438,0.12870915918161313
1178.047492,0.13062822076406824
1178.288546,0.13540296779796124
1178.5296,0.13885847916598074
1178.770654,0.14466999889192014
1179.011708,0.14737130389971229
1179.252762,0.14799156501264465
1179.493816,0.15460218649679647
1179.73487,0.15291088167580305
1179.975924,0.15553258802917144
1180.216978,0.16455671436817754
1180.458032,0.1646390132983796
1180.699086,0.16267515187362808
1180.94014,0.16551391651438177
1181.181194,0.17132379070851142
1181.422248,0.172268667586948
1181.663302,0.17228589531507876
1181.904356,0.17571357928646494
1182.14541,0.17429604804611157
1182.386464,0.17824433524935246
1182.627518,0.18077538232527005
1182.868572,0.18261046525584707
1183.109626,0.18358087002278065
1183.35068,0.18224560930290695
1183.591734,0.18581569195612965
1183.832788,0.186840493883836
1184.073842,0.182701793318588
1184.314896,0.18448262377833516
1184.55595,0.18525908021533122
1184.797004,0.18652313487582092
1185.038058,0.18391161316835203
1185.279112,0.18332403663007313
1185.520166,0.18117352596380343
1185.76122,0.18431666410998765
1186.002274,0.1847041358075052
1186.243328,0.17942463857848634
1186.484382,0.1777992809608887
1186.725436,0.1766473335196391
1186.96649,0.173045623430625
1187.207544,0.17448787918674666
1187.448598,0.17349612745298978
1187.689652,0.17251001262367574
1187.930706,0.16970392125941358
1188.17176,0.16691008912859695
1188.412814,0.1665099852314148
1188.653868,0.16368687090336553
1188.894922,0.15726861689184332
1189.135976,0.1591831265812992
1189.37703,0.15486523374064776
1189.618084,0.15387726112934133
1189.859138,0.14864416256044846
1190.100192,0.1507699671609874
1190.341246,0.1438189589350542
1190.5823,0.1426587306358334
1190.823354,0.14203241113440068
1191.064408,0.13816591961186792
1191.305462,0.13755932505224577
1191.546516,0.13676379024802296
1191.78757,0.13269526768973872
1192.028624,0.1304715609138607
1192.269678,0.12945784138445007
1192.510732,0.13019785812445622
1192.751786,0.12589588791277312
1192.99284,0.12300872391335757
1193.233894,0.11955246097138093
1193.474948,0.11690425646542053
1193.716002,0.11504867261837005
1193.957056,0.11355136379258103
1194.19811,0.10879390133909321
1194.439164,0.10650109629882057
1194.680218,0.1006606822389427
1194.921272,0.09934069233296584
1195.162326,0.09672339228867198
1195.40338,0.09333127670755256
1195.644434,0.0897883540251601
1195.885488,0.08593191348107075
1196.126542,0.0832173016708097
1196.367596,0.07926964583297985
1196.60865,0.07665810031435707
1196.849704,0.0747130876035539
1197.090758,0.07001120348175598
1197.331812,0.06569056310220124
1197.572866,0.06215649259183517
1197.81392,0.059397686570295455
1198.054974,0.05582128671461438
1198.296028,0.05085382185100948
1198.537082,0.050186962358001734
1198.778136,0.04536111675710834
1199.01919,0.04402489542313335
1199.260244,0.04097062223346
1199.501298,0.03855767911413504
1199.742352,0.035049287283075305
1199.983406,0.03196543871507421
1200.22446,0.028598528886907552
1200.465514,0.02786176389000101
1200.706568,0.025364619729844287
1200.947622,0.022763429501272914
1201.188676,0.02062605905414298
1201.42973,0.01895286825129343
1201.670784,0.01713897790050265
1201.911838,0.015732919159709032
1202.152892,0.013830209295198313
1202.393946,0.012627226031959711
1202.635,0.010890112625368237
1202.876054,0.010233383610407785
1203.117108,0.009288297542005636
1203.358162,0.007958617301946965
1203.599216,0.0070276704553698605
1203.84027,0.006666235307930918
1204.081324,0.005672076514391184
1204.322378,0.0053449665110348234
1204.563432,0.00463787032402299
1204.804486,0.003965592510011441
1205.04554,0.003724956891385484
1205.286594,0.0033735151736889605
1205.527648,0.0029094244525184765
1205.768702,0.0025809441432364704
1206.009756,0.00229252832133859
1206.25081,0.0020922818799634403
1206.491864,0.0018841094689080828
1206.732918,0.0017696030908502228
1206.973972,0.0015153634012088542
1207.215026,0.0013647281877877697
1207.45608,0.0013184479890632403
1207.697134,0.0011017009228044177
1207.938188,0.000996760537400475
1208.179242,0.0009237214433585022
1208.420296,0.0008326476454023479
1208.66135,0.0008001590800515203
1208.902404,0.0007095355194269517
1209.143458,0.0006910488790585434
1209.384512,0.0006481424859876011
1209.625566,0.0006313816781998512
1209.86662,0.0005357729968179223
1210.107674,0.0005187440273644295
1210.348728,0.0004965134426608225
1210.589782,0.00046405847034616273
1210.830836,0.0004214118232146487
1211.07189,0.0004471126418079731
1211.312944,0.000390258975294657
1211.553998,0.00039080572049240633
1211.795052,0.00037011381186127573
1212.036106,0.0003901029029210948
1212.27716,0.00036786298959625064
1212.518214,0.00036173451470120354
1212.759268,0.00036760557560893987
1213.000322,0.0003947333832808036
1213.241376,0.00036712799885279857
1213.48243,0.0003713000730648814
1213.723484,0.0003791039940070958
1213.964538,0.0003917447806430199
1214.205592,0.00039194070200960124
1214.446646,0.0004280801986125673
1214.6877,0.00041277826409163917
1214.928754,0.00042065396421058784
1215.169808,0.0004418677185403696
1215.410862,0.00044644247559557656
1215.651916,0.00045468758555599145
1215.89297,0.00047609173581547186
1216.134024,0.0004884370298051237
1216.375078,0.0005036645937600729
1216.616132,0.0005035638709139415
1216.857186,0.0005177075761064425
1217.09824,0.0005336341853054233
1217.339294,0.0005375439682030503
1217.580348,0.000568846461182955
1217.821402,0.0005395365649161006
1218.062456,0.0005333674349059279
1218.30351,0.0005730142342127804
1218.544564,0.0005836552936510647
1218.785618,0.0005381894081514101
1219.026672,0.0005651044368031392
1219.267726,0.0005631863443229868
1219.50878,0.0005679370345803555
1219.749834,0.0005846483515102907
1219.990888,0.0005182255426226429
1220.231942,0.0005128126418849126
1220.472996,0.0004966624190389603
1220.71405,0.0005313444846929728
1220.955104,0.0004721093148194133
1221.196158,0.0004586606252129203
1221.437212,0.0004759013372034067
1221.678266,0.0004544602985896903
1221.91932,0.000448500841595532
1222.160374,0.0004291946552948365
1222.401428,0.0003794832876162998
1222.642482,0.00038776929333315653
1222.883536,0.0003658818832536421
1223.12459,0.00034978215903883406
1223.365644,0.0003184962044428459
1223.606698,0.0003153901859881949
1223.847752,0.0002950693926395251
1224.088806,0.0002987211584894463
1224.32986,0.00026688305280277413
1224.570914,0.000262358150772221
1224.811968,0.0002357119616123414
1225.053022,0.00023858140144939315
1225.294076,0.00022567830543629598
1225.53513,0.00021772015771604958
1225.776184,0.00023774782615203175
1226.017238,0.0002191618631515254
1226.258292,0.00021544605598737776
1226.499346,0.00021338766991144402
1226.7404,0.0002060688956883311
1226.981454,0.00021986430442022406
1227.222508,0.00020845236667916552
1227.463562,0.00022536257687025035
1227.704616,0.00021894281083278773
1227.94567,0.00023259774794972307
1228.186724,0.0002310214487549288
1228.427778,0.00024330372450743598
1228.668832,0.00025680333486457986
1228.909886,0.0002697540338247321
1229.15094,0.00026526002145902224
1229.391994,0.0002965484341251012
1229.633048,0.0003172247642008119
1229.874102,0.00035238014771835806
1230.115156,0.00033332252272539015
1230.35621,0.00037578251480291657
1230.597264,0.0004289801116075803
1230.838318,0.00047126028241114437
1231.079372,0.00048049198991742797
1231.320426,0.0005262679838315221
1231.56148,0.0005761744952523218
1231.802534,0.0006739868214418663
1232.043588,0.0007204028417404508
1232.284642,0.0007877734574385058
1232.525696,0.0008823691959757308
1232.76675,0.0010356769583853415
1233.007804,0.0011351391913695641
1233.248858,0.001245522697279678
1233.489912,0.0013575142621819393
1233.730966,0.0015258555650146982
1233.97202,0.0017465724702809369
1234.213074,0.001990638176396066
1234.454128,0.0023456329471668582
1234.695182,0.0028566661954325663
1234.936236,0.003100164823603803
1235.17729,0.0036654652779849273
1235.418344,0.004140246300666226
1235.659398,0.004731561519438577
1235.900452,0.005399764162374398
1236.141506,0.0062642275144510024
1236.38256,0.007399817065174093
1236.623614,0.008076473094077205
1236.864668,0.009474038601707625
1237.105722,0.010782832423585532
1237.346776,0.012346285875068511
1237.58783,0.01400977470186299
1237.828884,0.01584818969513242
1238.069938,0.0174834597873828
1238.310992,0.019718460515901502
1238.552046,0.02161214184002832
1238.7931,0.024253362776905766
1239.034154,0.02674788163475564
1239.275208,0.029741853988423123
1239.516262,0.03251024527802743
1239.757316,0.035165140984579714
1239.99837,0.037354570702160424
1240.239424,0.04110604861746459
1240.480478,0.04336511339293281
1240.721532,0.04897232188277319
1240.962586,0.05183964888566109
1241.20364,0.056045019027789515
1241.444694,0.06082830838073201
1241.685748,0.06316531132211131
1241.926802,0.06815982254301799
1242.167856,0.07250498216248731
1242.40891,0.07675014525065067
1242.649964,0.08167559798529346
1242.891018,0.0860953393220698
1243.132072,0.09318206606516596
1243.373126,0.09910256054381698
1243.61418,0.10491550154478367
1243.855234,0.10984335209581135
1244.096288,0.11662402266497625
1244.337342,0.12367476772228812
1244.578396,0.1256820467198355
1244.81945,0.1341093187577034
1245.060504,0.14052076605874358
1245.301558,0.15300265573427285
1245.542612,0.15697009020990346
1245.783666,0.16339249954943827
1246.02472,0.17074227895028102
1246.265774,0.17867263540855788
1246.506828,0.18551862456628607
1246.747882,0.19573374248492273
1246.988936,0.20044808368583644
1247.22999,0.21150640442182664
1247.471044,0.21882127023923378
1247.712098,0.2287329758750829
1247.953152,0.23412502767776383
1248.194206,0.23897412416595143
1248.43526,0.25007360111209415
1248.676314,0.2580504940081417
1248.917368,0.26216007198693797
1249.158422,0.2687966858059802
1249.399476,0.28195719791700274
1249.64053,0.2881713530229414
1249.881584,0.2923218084001391
1250.122638,0.29900349999232845
1250.363692,0.3122971939012633
1250.604746,0.31603573068480506
1250.8458,0.32824335819079375
1251.086854,0.3309791157521469
1251.327908,0.3343723789556155
1251.568962,0.3385782657208353
1251.810016,0.35158632765680287
1252.05107,0.3593350639519828
1252.292124,0.36316427459215833
1252.533178,0.3685532769204457
1252.774232,0.3756152239955245
1253.015286,0.37028955437780037
1253.25634,0.3891073536671312
1253.497394,0.39096782945126823
1253.738448,0.39899755098233314
1253.979502,0.4014107747722385
1254.220556,0.3998483215148876
1254.46161,0.4144512180473801
1254.702664,0.42070643187301426
1254.943718,0.4125738743123107
1255.184772,0.41573801032084484
1255.425826,0.43036568563387373
1255.66688,0.43170620634543083
1255.907934,0.433076886399613
1256.148988,0.44278542244374314
1256.390042,0.4490325048432261
1256.631096,0.4464267258372741
1256.87215,0.4533050411933483
1257.113204,0.44724890718769233
1257.354258,0.4633094915202562
1257.595312,0.461146268988977
1257.836366,0.459204332102572
1258.07742,0.4646922130367864
1258.318474,0.467147605275261
1258.559528,0.4689589692362232
1258.800582,0.47519976759575194
1259.041636,0.47207377624840663
1259.28269,0.47547070867415314
1259.523744,0.4846879486324245
1259.764798,0.48351642191580513
1260.005852,0.4792322187441422
1260.246906,0.48828306014850237
1260.48796,0.48279169096703006
1260.729014,0.4787340763156103
1260.970068,0.4870200433355274
1261.211122,0.485847738226151
1261.452176,0.48242008445185425
1261.69323,0.48468310177717244
1261.934284,0.48508555574694073
1262.175338,0.4962030802824261
1262.416392,0.48508555574694073
1262.657446,0.4844165993660762
1262.8985,0.4840292210585665
1263.139554,0.4836905191633191
1263.380608,0.47834645872011383
1263.621662,0.4859643556768596
1263.862716,0.47981723884070693
1264.10377,0.4709327389219147
1264.344824,0.47141333537814
1264.585878,0.46224972667854464
1264.826932,0.4746536019684445
1265.067986,0.4684621360969168
1265.30904,0.45957643829423783
1265.550094,0.46156148745134784
1265.791148,0.4500574669670763
1266.032202,0.44852986996587507
1266.273256,0.4508863350310633
1266.51431,0.44288727480347756
1266.755364,0.4410883868152827
1266.996418,0.4258279021075444
1267.237472,0.42213082548187414
1267.478526,0.4149530075426396
1267.71958,0.4099090389979706
1267.960634,0.3956520957346922
1268.201688,0.3942855050486931
1268.442742,0.38705441058815404
1268.683796,0.3753035927044842
1268.92485,0.36352762050943027
1269.165904,0.3563292913337051
1269.406958,0.34976282397152897
1269.648012,0.3358804452652514
1269.889066,0.32975675578431307
1270.13012,0.3129537071060524
1270.371174,0.30285534400353536
1270.612228,0.2868774952976043
1270.853282,0.2750231508362009
1271.094336,0.26871605889487976
1271.33539,0.2510256886169008
1271.576444,0.23640709055796047
1271.817498,0.22946609376090668
1272.058552,0.21618948726619303
1272.299606,0.20638746062626045
1272.54066,0.19264618709158865
1272.781714,0.1804502793175693
1273.022768,0.16885751942104887
1273.263822,0.15954966913478855
1273.504876,0.14931456857419162
1273.74593,0.140703561846138
1273.986984,0.13169060620470577
1274.228038,0.12587071125294047
1274.469092,0.11927780628511289
1274.710146,0.11219689052034373
1274.9512,0.10686381630081972
1275.192254,0.10303361343108527
1275.433308,0.0991223830381091
1275.674362,0.09545503309764428
1275.915416,0.09316343151547002
1276.15647,0.0906000965735997
1276.397524,0.08834550135165782
1276.638578,0.0870128038905864
1276.879632,0.08689107119790747
1277.120686,0.08710857063692005
1277.36174,0.08606951459417607
1277.602794,0.08726550726465858
1277.843848,0.08516199608495903
1278.084902,0.0852983643442105
1278.325956,0.08594910158251981
1278.56701,0.0835508375044459
1278.808064,0.08297632108669854
1279.049118,0.08324227060646401
1279.290172,0.08240575518727172
1279.531226,0.08214247823845354
1279.77228,0.08186366805833609
1280.013334,0.08547767912395389
1280.254388,0.08452567031871949
1280.495442,0.08733534760288077
1280.736496,0.08801922697647535
1280.97755,0.092264114966413
1281.218604,0.09242109735908309
1281.459658,0.09481762208722155
1281.700712,0.09576097845505528
1281.941766,0.09665570960577266
1282.18282,0.09645294559233042
1282.423874,0.09914220949729655
1282.664928,0.10108434617582791
1282.905982,0.1055046765036094
1283.147036,0.1053676095369866
1283.38809,0.11090292609360473
1283.629144,0.11030566435075032
1283.870198,0.11440620065220493
1284.111252,0.11975587300627355
1284.352306,0.12155359528581236
1284.59336,0.12876065314339152
1284.834414,0.13054986733998764
1285.075468,0.13441812518210203
1285.316522,0.13574189870456288
1285.557576,0.13769695317989283
1285.79863,0.13840100143814488
1286.039684,0.14241641681885414
1286.280738,0.14468446661518342
1286.521792,0.14484370709466712
1286.762846,0.14514819848362373
1287.0039,0.1439340601365441
1287.244954,0.14112630633134593
1287.486008,0.13788986392035424
1287.727062,0.1372295785262299
1287.968116,0.1325758956742825
1288.20917,0.12978189088100614
1288.450224,0.12556898376374961
1288.691278,0.1218822334549648
1288.932332,0.11758427128960293
1289.173386,0.11212959257743335
1289.41444,0.10673565663243893
1289.655494,0.1052833491580025
1289.896548,0.09528336858248156
1290.137602,0.09145575276501872
1290.378656,0.08809847993923786
1290.61971,0.08442430034848353
1290.860764,0.0780192256478237
1291.101818,0.07514016822634896
1291.342872,0.06896197591344462
1291.583926,0.06408788080087352
1291.82498,0.05918423933419034
1292.066034,0.05459024910502697
1292.307088,0.05075221584717997
1292.548142,0.046481541601625175
1292.789196,0.043884240925001504
1293.03025,0.040139274902093
1293.271304,0.0375756141061352
1293.512358,0.035650218610813585
1293.753412,0.03173611411556532
1293.994466,0.030121984251996005
1294.23552,0.027886850764902344
1294.476574,0.024927092868981492
1294.717628,0.023985639065527812
1294.958682,0.021735682805781885
1295.199736,0.019952516564853907
1295.44079,0.01839272634240104
1295.681844,0.016797923523561718
1295.922898,0.0156184870352709
1296.163952,0.014899911584120105
1296.405006,0.01338661435524674
1296.64606,0.012141814984939235
1296.887114,0.011250980483955841
1297.128168,0.01028262192916522
1297.369222,0.009996702403707536
1297.610276,0.009137211752114838
1297.85133,0.008244573933901402
1298.092384,0.0077118281914628686
1298.333438,0.00711535609644867
1298.574492,0.00650359615795309
1298.815546,0.005954547890784522
1299.0566,0.005395985650094322
1299.297654,0.00511693321928331
1299.538708,0.004550582646689713
1299.779762,0.0042310715351549675
1300.020816,0.003930455329061935
1300.26187,0.0035344414421377007
1300.502924,0.003227975882328372
1300.743978,0.0031974553136870634
1300.985032,0.0028853761680003604
1301.226086,0.002882780497676012
1301.46714,0.002783350113509075
1301.708194,0.0028778839340882693
1301.949248,0.0029753309573615225
1302.190302,0.003175468812682462
1302.431356,0.0033748648496756376
1302.67241,0.003691951865278715
1302.913464,0.003923386872988571
1303.154518,0.004300173105499538
1303.395572,0.004511164296119426
1303.636626,0.004839712310497877
1303.87768,0.005090394227722261
1304.118734,0.00553147927068345
1304.359788,0.005843063779087765
1304.600842,0.006273003574780037
1304.841896,0.006553211789336448
1305.08295,0.007000315916616358
1305.324004,0.007362910323591193
1305.565058,0.007858967833949789
1305.806112,0.00852459299051829
1306.047166,0.008889361982762413
1306.28822,0.009263252964037058
1306.529274,0.009996702403707536
1306.770328,0.010815229492161356
1307.011382,0.011723029951042402
1307.252436,0.01252160157707284
1307.49349,0.0131939089377204
1307.734544,0.014632649205420586
1307.975598,0.015551471727190999
1308.216652,0.01702793582186533
1308.457706,0.018888537922769073
1308.69876,0.020558105244717934
1308.939814,0.022570760354413667
1309.180868,0.024190385939051963
1309.421922,0.025972941354951196
1309.662976,0.0292785533076916
1309.90403,0.03217389080208042
1310.145084,0.03534140698728871
1310.386138,0.038700606779982535
1310.627192,0.041345156441838025
1310.868246,0.04593628276466941
1311.1093,0.05047889251876726
1311.350354,0.05531008600576456
1311.591408,0.06068249548608203
1311.832462,0.06553309478831738
1312.073516,0.07102665854131934
1312.31457,0.07806605122948215
1312.555624,0.0848559640871637
1312.796678,0.09217189696813058
1313.037732,0.10038926497508968
1313.278786,0.10795940523189702
1313.51984,0.11778433455639012
1313.760894,0.12308255129370486
1314.001948,0.13590488675628085
1314.243002,0.14608012594080502
1314.484056,0.15897632296821687
1314.72511,0.1679481463332877
1314.966164,0.17869050356549168
1315.207218,0.1886239365152772
1315.448272,0.20533756408888662
1315.689326,0.21985215088118806
1315.93038,0.23551044831306475
1316.171434,0.24168984670387655
1316.412488,0.25823119259107286
1316.653542,0.2722049510267972
1316.894596,0.2894421005707087
1317.13565,0.29576205978444076
1317.376704,0.3207799195076166
1317.617758,0.33611564388685067
1317.858812,0.35568847551656013
1318.099866,0.3672913047002141
1318.34092,0.3867448908840729
1318.581974,0.40164366055195394
1318.823028,0.42302669211499494
1319.064082,0.43460400318848946
1319.305136,0.45277951221130286
1319.54619,0.4689730382163339
1319.787244,0.4782125404611034
1320.028298,0.5036770450153957
1320.269352,0.5093957803703728
1320.510406,0.5218944054356583
1320.75146,0.542948938164163
1320.992514,0.556961033116649
1321.233568,0.56414723871686
1321.474622,0.5820377330110329
1321.715676,0.5980385872137474
1321.95673,0.6083773184172175
1322.197784,0.6110845192494495
1322.438838,0.6255837907582417
1322.679892,0.6412473596567382
1322.920946,0.6413307272322686
1323.162,0.6535671479068493
1323.403054,0.6580594514437963
1323.644108,0.6729797762079471
1323.885162,0.6768470193962917
1324.126216,0.6854018297062745
1324.36727,0.6998074872342279
1324.608324,0.711820148429081
1324.849378,0.7103979308239006
1325.090432,0.7134806230766728
1325.331486,0.7289573889890495
1325.57254,0.7274209104531842
1325.813594,0.7332782828225425
1326.054648,0.7358713291951132
1326.295702,0.7303583316504939
1326.536756,0.7377354407647799
1326.77781,0.7479568423988165
1327.018864,0.7475829574566419
1327.259918,0.7544094660162718
1327.500972,0.7539343377338054
1327.742026,0.7588281071716202
1327.98308,0.7653515562982699
1328.224134,0.7704272868942572
1328.465188,0.7696880315981557
1328.706242,0.7762039276186754
1328.947296,0.7745601183456146
1329.18835,0.7817033173509887
1329.429404,0.7853388486534936
1329.670458,0.7888887258168549
1329.911512,0.7915042738432757
1330.152566,0.7856923306628748
1330.39362,0.7817736738155437
1330.634674,0.7891254279381429
1330.875728,0.7863604530557287
1331.116782,0.7944620976968733
1331.357836,0.7982048581533255
1331.59889,0.7975186970668713
1331.839944,0.8019492118429249
1332.080998,0.7933030293600108
1332.322052,0.8023743575788698
1332.563106,0.8158375701671882
1332.80416,0.8080995682668195
1333.045214,0.8069367423241304
1333.286268,0.8155928556051577
1333.527322,0.8152992950212155
1333.768376,0.8106896287718969
1334.00943,0.816858004768654
1334.250484,0.8192712937338081
1334.491538,0.8086977832595857
1334.732592,0.8150302906420221
1334.973646,0.8106247761957328
1335.2147,0.824111040717025
1335.455754,0.8140365599863946
1335.696808,0.8118984566719093
1335.937862,0.8151117977463737
1336.178916,0.8136947364191742
1336.41997,0.827662348030862
1336.661024,0.818386958363633
1336.902078,0.8224397921955394
1337.143132,0.818853571902125
1337.384186,0.8163762006920194
1337.62524,0.8296096417226617
1337.866294,0.8162864042488382
1338.107348,0.8239215169737261
1338.348402,0.8182887578207797
1338.589456,0.8187143786266654
1338.83051,0.8173891350704015
1339.071564,0.8206488263106498
1339.312618,0.8281922214750176
1339.553672,0.8206980667174258
1339.794726,0.8270501044513823
1340.03578,0.8245974096957881
1340.276834,0.8193696121880455
1340.517888,0.8205749712398099
1340.758942,0.8162455909489668
1340.999996,0.8216259797049168
1341.24105,0.810543717771102
1341.482104,0.8208047644012983
1341.723158,0.8221848753741076
1341.964212,0.8171194411577714
1342.205266,0.8105923518531761
1342.44632,0.809765969181096
1342.687374,0.8087867449085453
1342.928428,0.8170377332991166
1343.169482,0.7957183399812988
1343.410536,0.8072757269376923
1343.65159,0.7958456651014337
1343.892644,0.8127188883614076
1344.133698,0.7980851364039583
1344.374752,0.8076390827637435
1344.615806,0.791741760746683
1344.85686,0.7950899707312478
1345.097914,0.7941920264983617
1345.338968,0.7905550383698561
1345.580022,0.7852367612389943
1345.821076,0.7903653279268111
1346.06213,0.7879347477317513
1346.303184,0.7771359314222595
1346.544238,0.7818362182111915
1346.785292,0.7773146932433079
1347.026346,0.7837305530799553
1347.2674,0.7749552447546407
1347.508454,0.781210999357509
1347.749508,0.7629444920125213
1347.990562,0.7658951488557642
